BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2018-11-07,ГАЗПРОМ ао,GAZP,40244,5340239088.4,156.05,154.7,157.89,157.85,156.61,157.85,34098690,156.61,156.61,157.85,5340239088.4,5340239088.4,5340239088.4,,3
TQBR,2018-11-08,ГАЗПРОМ ао,GAZP,21793,3141076387.3,158.0,156.71,159.0,157.51,157.75,157.51,19911820,157.75,157.75,157.51,3141076387.3,3141076387.3,3141076387.3,,3
TQBR,2018-11-09,ГАЗПРОМ ао,GAZP,39352,5301380349.8,156.6,151.8,156.86,153.19,153.37,153.19,34567940,153.36,153.36,153.19,5301380349.8,5301380349.8,5301380349.8,,3
TQBR,2018-11-12,ГАЗПРОМ ао,GAZP,25446,2777330196.4,153.34,150.8,153.9,150.89,152.25,150.89,18238900,152.28,152.28,150.89,2777330196.4,2777330196.4,2777330196.4,,3
TQBR,2018-11-13,ГАЗПРОМ ао,GAZP,36630,4274565420.2,150.48,148.8,151.5,148.83,150.21,148.83,28458420,150.2,150.2,148.83,4274565420.2,4274565420.2,4274565420.2,,3
TQBR,2018-11-14,ГАЗПРОМ ао,GAZP,37180,4485473954.0,148.3,147.55,152.18,151.85,149.75,151.85,29952550,149.75,149.75,151.85,4485473954.0,4485473954.0,4485473954.0,,3
TQBR,2018-11-15,ГАЗПРОМ ао,GAZP,32735,4526943565.4,152.77,152.6,155.21,154.14,153.87,154.14,29421030,153.87,153.87,154.14,4526943565.4,4526943565.4,4526943565.4,,3
TQBR,2018-11-16,ГАЗПРОМ ао,GAZP,25042,3464264508.7,154.48,151.54,154.76,153.16,153.05,153.16,22635390,153.05,153.05,153.16,3464264508.7,3464264508.7,3464264508.7,,3
TQBR,2018-11-19,ГАЗПРОМ ао,GAZP,20330,2889790962.9,153.5,153.42,155.0,154.1,154.25,154.1,18735400,154.24,154.24,154.1,2889790962.9,2889790962.9,2889790962.9,,3
TQBR,2018-11-20,ГАЗПРОМ ао,GAZP,22779,2615204348.7,153.8,150.3,154.0,151.51,152.35,151.51,17166070,152.35,152.35,151.51,2615204348.7,2615204348.7,2615204348.7,,3
TQBR,2018-11-21,ГАЗПРОМ ао,GAZP,19844,2368102296.9,151.23,151.13,152.75,152.4,152.0,152.4,15580260,151.99,151.99,152.4,2368102296.9,2368102296.9,2368102296.9,,3
TQBR,2018-11-22,ГАЗПРОМ ао,GAZP,15137,1779356901.0,152.44,152.02,154.4,153.91,153.26,153.91,11610190,153.26,153.26,153.91,1779356901.0,1779356901.0,1779356901.0,,3
TQBR,2018-11-23,ГАЗПРОМ ао,GAZP,26025,2903975894.7,153.43,150.3,153.67,151.79,151.64,151.79,19149700,151.65,151.65,151.79,2903975894.7,2903975894.7,2903975894.7,,3
TQBR,2018-11-26,ГАЗПРОМ ао,GAZP,42346,4542069065.7,151.51,146.3,151.79,149.53,148.76,149.53,30533530,148.76,148.76,149.53,4542069065.7,4542069065.7,4542069065.7,,3
TQBR,2018-11-27,ГАЗПРОМ ао,GAZP,24221,3055167478.1,149.92,149.8,154.27,153.8,151.93,153.8,20109390,151.93,151.93,153.8,3055167478.1,3055167478.1,3055167478.1,,3
TQBR,2018-11-28,ГАЗПРОМ ао,GAZP,92342,12169340051.2,154.21,154.0,166.1,165.58,160.98,165.58,75585160,161.0,161.0,165.58,12169340051.2,12169340051.2,12169340051.2,,3
TQBR,2018-11-29,ГАЗПРОМ ао,GAZP,51394,7168510856.5,166.6,163.6,167.36,164.99,165.39,164.99,43338020,165.41,165.41,164.99,7168510856.5,7168510856.5,7168510856.5,,3
TQBR,2018-11-30,ГАЗПРОМ ао,GAZP,41096,5499397083.4,164.4,160.25,164.65,161.29,161.47,161.29,34059130,161.47,161.47,161.29,5499397083.4,5499397083.4,5499397083.4,,3
TQBR,2018-12-03,ГАЗПРОМ ао,GAZP,45048,6509123693.8,164.27,163.81,166.65,165.4,165.39,165.4,39357520,165.38,165.38,165.4,6509123693.8,6509123693.8,6509123693.8,,3
TQBR,2018-12-04,ГАЗПРОМ ао,GAZP,25912,3577939880.7,164.94,162.3,165.0,164.2,163.74,164.2,21850990,163.74,163.74,164.2,3577939880.7,3577939880.7,3577939880.7,,3
TQBR,2018-12-05,ГАЗПРОМ ао,GAZP,33765,3794708185.1,161.23,160.31,164.57,164.57,162.11,164.57,23408490,162.11,162.11,164.57,3794708185.1,3794708185.1,3794708185.1,,3
TQBR,2018-12-06,ГАЗПРОМ ао,GAZP,37782,4872137807.8,162.9,159.0,163.0,160.62,160.43,160.62,30372710,160.41,160.41,160.62,4872137807.8,4872137807.8,4872137807.8,,3
TQBR,2018-12-07,ГАЗПРОМ ао,GAZP,33914,4829287453.5,160.81,159.67,163.15,163.0,161.41,163.0,29919000,161.41,161.41,163.0,4829287453.5,4829287453.5,4829287453.5,,3
TQBR,2018-12-10,ГАЗПРОМ ао,GAZP,21882,2202377979.1,161.5,160.68,162.5,161.0,161.4,161.0,13642680,161.43,161.43,161.0,2202377979.1,2202377979.1,2202377979.1,,3
TQBR,2018-12-11,ГАЗПРОМ ао,GAZP,30831,3985293326.6,160.8,157.69,161.27,158.6,159.76,158.6,24945670,159.76,159.76,158.6,3985293326.6,3985293326.6,3985293326.6,,3
TQBR,2018-12-12,ГАЗПРОМ ао,GAZP,43267,5090700054.4,158.0,154.0,158.09,155.79,155.55,155.79,32725760,155.56,155.56,155.79,5090700054.4,5090700054.4,5090700054.4,,3
TQBR,2018-12-13,ГАЗПРОМ ао,GAZP,30488,3048134657.0,154.95,153.25,156.49,156.49,154.89,156.49,19682560,154.86,154.86,156.49,3048134657.0,3048134657.0,3048134657.0,,3
TQBR,2018-12-14,ГАЗПРОМ ао,GAZP,22673,2125023793.2,155.91,153.51,155.98,155.4,154.67,155.4,13738740,154.67,154.67,155.4,2125023793.2,2125023793.2,2125023793.2,,3
TQBR,2018-12-17,ГАЗПРОМ ао,GAZP,26433,2839596008.3,155.4,152.93,156.41,153.53,154.7,153.53,18355910,154.7,154.7,153.53,2839596008.3,2839596008.3,2839596008.3,,3
TQBR,2018-12-18,ГАЗПРОМ ао,GAZP,37819,4550519480.2,152.4,150.05,152.42,151.89,151.21,151.89,30096270,151.2,151.2,151.89,4550519480.2,4550519480.2,4550519480.2,,3
TQBR,2018-12-19,ГАЗПРОМ ао,GAZP,29435,3028510861.0,151.01,150.71,153.79,152.98,152.42,152.98,19869180,152.42,152.42,152.98,3028510861.0,3028510861.0,3028510861.0,,3
TQBR,2018-12-20,ГАЗПРОМ ао,GAZP,37808,4128642812.6,150.22,149.7,152.38,152.27,151.0,152.27,27345080,150.98,150.98,152.27,4128642812.6,4128642812.6,4128642812.6,,3
TQBR,2018-12-21,ГАЗПРОМ ао,GAZP,20062,3720373271.4,151.45,150.32,152.27,151.12,151.11,151.12,24620270,151.11,151.11,151.12,3720373271.4,3720373271.4,3720373271.4,,3
TQBR,2018-12-24,ГАЗПРОМ ао,GAZP,18444,1604560824.2,150.66,148.93,151.15,149.73,149.8,149.73,10711690,149.8,149.8,149.73,1604560824.2,1604560824.2,1604560824.2,,3
TQBR,2018-12-25,ГАЗПРОМ ао,GAZP,22526,1931355385.7,148.36,145.02,148.49,147.01,146.53,147.01,13181810,146.52,146.52,147.01,1931355385.7,1931355385.7,1931355385.7,,3
TQBR,2018-12-26,ГАЗПРОМ ао,GAZP,15387,1276876764.9,147.47,147.36,149.66,148.41,148.72,148.41,8585580,148.72,148.72,148.41,1276876764.9,1276876764.9,1276876764.9,,3
TQBR,2018-12-27,ГАЗПРОМ ао,GAZP,24749,2472289175.0,151.0,150.06,152.4,150.68,151.13,150.68,16358270,151.13,151.13,150.68,2472289175.0,2472289175.0,2472289175.0,,3
TQBR,2018-12-28,ГАЗПРОМ ао,GAZP,19961,2173407992.5,151.68,151.16,153.8,153.0,152.79,153.0,14223410,152.8,152.8,153.0,2173407992.5,2173407992.5,2173407992.5,,3
TQBR,2018-12-29,ГАЗПРОМ ао,GAZP,6970,445314484.7,153.69,152.82,153.73,153.5,153.3,153.5,2904860,153.3,153.3,153.5,445314484.7,445314484.7,445314484.7,,3
TQBR,2019-01-03,ГАЗПРОМ ао,GAZP,21927,2210472430.1,154.13,154.11,157.3,156.28,155.92,156.28,14178500,155.9,155.9,156.28,2210472430.1,2210472430.1,2210472430.1,,3
TQBR,2019-01-04,ГАЗПРОМ ао,GAZP,20229,2297413672.7,156.71,156.71,159.15,159.15,157.75,159.15,14563370,157.75,157.75,159.15,2297413672.7,2297413672.7,2297413672.7,,3
TQBR,2019-01-08,ГАЗПРОМ ао,GAZP,23666,2686999296.3,158.75,156.55,158.94,158.26,157.68,158.26,17041340,157.68,157.68,158.26,2686999296.3,2686999296.3,2686999296.3,,3
TQBR,2019-01-09,ГАЗПРОМ ао,GAZP,27500,3059300418.1,158.88,158.4,160.4,160.24,159.74,160.24,19149630,159.76,159.76,160.24,3059300418.1,3059300418.1,3059300418.1,,3
TQBR,2019-01-10,ГАЗПРОМ ао,GAZP,30145,3175534988.4,159.75,157.56,160.2,160.2,159.17,160.2,19950220,159.17,159.17,160.2,3175534988.4,3175534988.4,3175534988.4,,3
TQBR,2019-01-11,ГАЗПРОМ ао,GAZP,23950,2826231240.6,160.2,159.8,161.13,161.0,160.51,161.0,17607210,160.52,160.52,161.0,2826231240.6,2826231240.6,2826231240.6,,3
TQBR,2019-01-14,ГАЗПРОМ ао,GAZP,17361,2014123125.0,159.7,159.2,160.75,160.48,159.94,160.48,12593250,159.94,159.94,160.48,2014123125.0,2014123125.0,2014123125.0,,3
TQBR,2019-01-15,ГАЗПРОМ ао,GAZP,29839,3321625635.6,160.97,157.35,161.5,158.15,159.16,158.15,20870220,159.16,159.16,158.15,3321625635.6,3321625635.6,3321625635.6,,3
TQBR,2019-01-16,ГАЗПРОМ ао,GAZP,28597,3272113248.5,158.5,155.8,158.75,156.9,156.82,156.9,20866610,156.81,156.81,156.9,3272113248.5,3272113248.5,3272113248.5,,3
TQBR,2019-01-17,ГАЗПРОМ ао,GAZP,24386,2539975044.1,157.4,155.6,157.4,157.1,156.36,157.1,16244460,156.36,156.36,157.1,2539975044.1,2539975044.1,2539975044.1,,3
TQBR,2019-01-18,ГАЗПРОМ ао,GAZP,24376,2893233884.1,158.16,157.43,159.2,159.2,158.36,159.2,18270390,158.36,158.36,159.2,2893233884.1,2893233884.1,2893233884.1,,3
TQBR,2019-01-21,ГАЗПРОМ ао,GAZP,16366,1896518870.0,159.02,158.01,160.07,158.3,159.09,158.3,11919340,159.11,159.11,158.3,1896518870.0,1896518870.0,1896518870.0,,3
TQBR,2019-01-22,ГАЗПРОМ ао,GAZP,24984,2974542703.3,157.86,156.57,158.5,158.5,157.87,158.5,18842130,157.87,157.87,158.5,2974542703.3,2974542703.3,2974542703.3,,3
TQBR,2019-01-23,ГАЗПРОМ ао,GAZP,18349,2319156029.1,158.24,158.02,159.9,159.9,159.2,159.9,14567930,159.2,159.2,159.9,2319156029.1,2319156029.1,2319156029.1,,3
TQBR,2019-01-24,ГАЗПРОМ ао,GAZP,41684,5739386068.0,159.78,158.86,162.78,160.9,160.97,160.9,35655300,160.97,160.97,160.9,5739386068.0,5739386068.0,5739386068.0,,3
TQBR,2019-01-25,ГАЗПРОМ ао,GAZP,22504,3195777916.0,161.61,160.18,162.82,162.82,161.69,162.82,19765260,161.69,161.69,162.82,3195777916.0,3195777916.0,3195777916.0,,3
TQBR,2019-01-28,ГАЗПРОМ ао,GAZP,33778,3858065769.1,162.4,159.82,163.58,160.56,161.44,160.56,23896920,161.45,161.45,160.56,3858065769.1,3858065769.1,3858065769.1,,3
TQBR,2019-01-29,ГАЗПРОМ ао,GAZP,33010,3684877592.8,160.1,159.0,162.98,162.95,161.48,162.95,22819740,161.48,161.48,162.95,3684877592.8,3684877592.8,3684877592.8,,3
TQBR,2019-01-30,ГАЗПРОМ ао,GAZP,36301,4130105316.7,162.51,162.26,165.84,165.4,164.49,165.4,25112890,164.46,164.46,165.4,4130105316.7,4130105316.7,4130105316.7,,3
TQBR,2019-01-31,ГАЗПРОМ ао,GAZP,43268,5044344826.4,166.0,162.55,166.49,162.82,164.3,162.82,30703160,164.29,164.29,162.82,5044344826.4,5044344826.4,5044344826.4,,3
TQBR,2019-02-01,ГАЗПРОМ ао,GAZP,28487,3771220988.4,162.49,161.75,164.37,163.33,163.3,163.33,23094500,163.3,163.3,163.33,3771220988.4,3771220988.4,3771220988.4,,3
TQBR,2019-02-04,ГАЗПРОМ ао,GAZP,17381,1877616878.5,163.49,162.81,165.0,163.2,163.79,163.2,11463210,163.8,163.8,163.2,1877616878.5,1877616878.5,1877616878.5,,3
TQBR,2019-02-05,ГАЗПРОМ ао,GAZP,21179,2252485272.5,163.45,162.54,165.43,164.25,164.3,164.25,13709520,164.3,164.3,164.25,2252485272.5,2252485272.5,2252485272.5,,3
TQBR,2019-02-06,ГАЗПРОМ ао,GAZP,12857,1564647550.8,164.41,163.07,164.67,163.21,163.79,163.21,9553310,163.78,163.78,163.21,1564647550.8,1564647550.8,1564647550.8,,3
TQBR,2019-02-07,ГАЗПРОМ ао,GAZP,36248,3785574726.1,162.89,159.1,163.44,160.39,160.84,160.39,23537340,160.83,160.83,160.39,3785574726.1,3785574726.1,3785574726.1,,3
TQBR,2019-02-08,ГАЗПРОМ ао,GAZP,27271,3103277835.5,159.16,158.11,161.36,159.8,159.8,159.8,19420820,159.79,159.79,159.8,3103277835.5,3103277835.5,3103277835.5,,3
TQBR,2019-02-11,ГАЗПРОМ ао,GAZP,23147,3083875391.0,160.4,160.18,162.3,161.29,161.23,161.29,19127420,161.23,161.23,161.29,3083875391.0,3083875391.0,3083875391.0,,3
TQBR,2019-02-12,ГАЗПРОМ ао,GAZP,23355,2433747110.1,161.5,160.75,163.68,163.68,162.33,163.68,14992630,162.33,162.33,163.68,2433747110.1,2433747110.1,2433747110.1,,3
TQBR,2019-02-13,ГАЗПРОМ ао,GAZP,33901,3540683453.4,164.0,159.27,164.28,159.27,160.87,159.27,22006440,160.89,160.89,159.27,3540683453.4,3540683453.4,3540683453.4,,3
TQBR,2019-02-14,ГАЗПРОМ ао,GAZP,51672,6015747198.2,157.35,155.15,158.74,155.15,156.73,155.15,38381690,156.73,156.73,155.15,6015747198.2,6015747198.2,6015747198.2,,3
TQBR,2019-02-15,ГАЗПРОМ ао,GAZP,29716,3863237908.1,155.99,155.89,159.04,159.04,157.23,159.04,24570310,157.23,157.23,159.04,3863237908.1,3863237908.1,3863237908.1,,3
TQBR,2019-02-18,ГАЗПРОМ ао,GAZP,29668,2802173012.6,159.25,156.14,159.9,156.43,157.64,156.43,17780780,157.6,157.6,156.43,2802173012.6,2802173012.6,2802173012.6,,3
TQBR,2019-02-19,ГАЗПРОМ ао,GAZP,31089,3103932587.1,156.41,153.36,157.14,154.03,154.77,154.03,20054660,154.77,154.77,154.03,3103932587.1,3103932587.1,3103932587.1,,3
TQBR,2019-02-20,ГАЗПРОМ ао,GAZP,26216,3269030372.6,154.65,153.67,155.66,154.43,154.56,154.43,21149620,154.57,154.57,154.43,3269030372.6,3269030372.6,3269030372.6,,3
TQBR,2019-02-21,ГАЗПРОМ ао,GAZP,20827,2344274222.3,154.84,153.01,155.41,153.5,154.07,153.5,15215880,154.07,154.07,153.5,2344274222.3,2344274222.3,2344274222.3,,3
TQBR,2019-02-22,ГАЗПРОМ ао,GAZP,21842,2041203560.1,153.51,153.49,155.65,154.64,154.66,154.64,13198300,154.66,154.66,154.64,2041203560.1,2041203560.1,2041203560.1,,3
TQBR,2019-02-25,ГАЗПРОМ ао,GAZP,23642,2289762616.5,155.01,153.56,155.37,154.6,154.62,154.6,14809350,154.62,154.62,154.6,2289762616.5,2289762616.5,2289762616.5,,3
TQBR,2019-02-26,ГАЗПРОМ ао,GAZP,27643,2822990429.6,153.95,152.82,155.36,155.36,154.3,155.36,18295430,154.3,154.3,155.36,2822990429.6,2822990429.6,2822990429.6,,3
TQBR,2019-02-27,ГАЗПРОМ ао,GAZP,27287,3076346104.2,155.7,154.82,157.15,156.4,156.0,156.4,19720690,156.0,156.0,156.4,3076346104.2,3076346104.2,3076346104.2,,3
TQBR,2019-02-28,ГАЗПРОМ ао,GAZP,37848,5473136057.7,156.22,156.02,159.25,158.99,157.82,158.99,34679960,157.82,157.82,158.99,5473136057.7,5473136057.7,5473136057.7,,3
TQBR,2019-03-01,ГАЗПРОМ ао,GAZP,28242,3448994839.9,158.92,156.31,159.55,156.71,157.54,156.71,21894710,157.53,157.53,156.71,3448994839.9,3448994839.9,3448994839.9,,3
TQBR,2019-03-04,ГАЗПРОМ ао,GAZP,24181,2671510538.2,156.75,154.4,156.76,154.4,155.32,154.4,17198890,155.33,155.33,154.4,2671510538.2,2671510538.2,2671510538.2,,3
TQBR,2019-03-05,ГАЗПРОМ ао,GAZP,27951,3094689035.1,154.05,153.11,154.65,153.2,153.77,153.2,20125620,153.77,153.77,153.2,3094689035.1,3094689035.1,3094689035.1,,3
TQBR,2019-03-06,ГАЗПРОМ ао,GAZP,26465,2640014883.6,153.31,153.07,154.45,154.2,154.03,154.2,17139850,154.03,154.03,154.2,2640014883.6,2640014883.6,2640014883.6,,3
TQBR,2019-03-07,ГАЗПРОМ ао,GAZP,33071,3002874043.8,154.01,151.58,154.19,151.9,152.65,151.9,19671250,152.65,152.65,151.9,3002874043.8,3002874043.8,3002874043.8,,3
TQBR,2019-03-11,ГАЗПРОМ ао,GAZP,31127,2952613702.1,151.9,150.51,152.47,151.6,151.29,151.6,19515830,151.29,151.29,151.6,2952613702.1,2952613702.1,2952613702.1,,3
TQBR,2019-03-12,ГАЗПРОМ ао,GAZP,21950,2354542512.0,152.24,150.84,152.95,151.64,151.97,151.64,15491920,151.99,151.99,151.64,2354542512.0,2354542512.0,2354542512.0,,3
TQBR,2019-03-13,ГАЗПРОМ ао,GAZP,22920,2823152238.7,151.1,150.66,153.3,153.3,152.2,153.3,18551950,152.18,152.18,153.3,2823152238.7,2823152238.7,2823152238.7,,3
TQBR,2019-03-14,ГАЗПРОМ ао,GAZP,28351,3063730752.9,153.39,152.53,154.4,152.68,153.5,152.68,19960690,153.49,153.49,152.68,3063730752.9,3063730752.9,3063730752.9,,3
TQBR,2019-03-15,ГАЗПРОМ ао,GAZP,19014,5133364643.4,152.98,152.11,154.56,154.56,154.01,154.56,33331220,154.01,154.01,154.56,5133364643.4,5133364643.4,5133364643.4,,3
TQBR,2019-03-18,ГАЗПРОМ ао,GAZP,30923,3430685748.6,154.2,153.6,156.48,155.84,155.44,155.84,22071630,155.43,155.43,155.84,3430685748.6,3430685748.6,3430685748.6,,3
TQBR,2019-03-19,ГАЗПРОМ ао,GAZP,24249,2726146665.8,155.84,154.6,156.45,155.5,155.46,155.5,17535580,155.46,155.46,155.5,2726146665.8,2726146665.8,2726146665.8,,3
TQBR,2019-03-20,ГАЗПРОМ ао,GAZP,25117,3120690573.1,155.51,154.0,156.14,156.09,155.28,156.09,20097310,155.28,155.28,156.09,3120690573.1,3120690573.1,3120690573.1,,3
TQBR,2019-03-21,ГАЗПРОМ ао,GAZP,28681,4369903167.6,156.4,154.52,156.7,155.33,155.21,155.33,28155760,155.2,155.2,155.33,4369903167.6,4369903167.6,4369903167.6,,3
TQBR,2019-03-22,ГАЗПРОМ ао,GAZP,30365,3555162974.0,155.02,151.85,155.02,152.29,153.17,152.29,23207060,153.19,153.19,152.29,3555162974.0,3555162974.0,3555162974.0,,3
TQBR,2019-03-25,ГАЗПРОМ ао,GAZP,28599,3418953369.1,151.21,150.72,152.29,152.29,151.68,152.29,22540820,151.68,151.68,152.29,3418953369.1,3418953369.1,3418953369.1,,3
TQBR,2019-03-26,ГАЗПРОМ ао,GAZP,25094,3285234579.0,151.99,150.83,152.91,151.12,151.82,151.12,21637080,151.83,151.83,151.12,3285234579.0,3285234579.0,3285234579.0,,3
TQBR,2019-03-27,ГАЗПРОМ ао,GAZP,33854,3588869005.5,150.88,149.03,151.44,149.49,149.92,149.49,23937950,149.92,149.92,149.49,3588869005.5,3588869005.5,3588869005.5,,3
TQBR,2019-03-28,ГАЗПРОМ ао,GAZP,21801,2458373298.9,149.79,148.83,150.75,149.98,150.01,149.98,16389010,150.0,150.0,149.98,2458373298.9,2458373298.9,2458373298.9,,3
TQBR,2019-03-29,ГАЗПРОМ ао,GAZP,34254,3969752604.3,150.17,149.13,151.64,149.61,150.07,149.61,26452680,150.07,150.07,149.61,3969752604.3,3969752604.3,3969752604.3,,3
TQBR,2019-04-01,ГАЗПРОМ ао,GAZP,43266,5658916234.6,150.28,149.92,154.81,154.53,152.83,154.53,37031090,152.82,152.82,154.53,5658916234.6,5658916234.6,5658916234.6,,3
TQBR,2019-04-02,ГАЗПРОМ ао,GAZP,39736,4793228455.0,154.85,153.3,155.8,155.0,154.69,155.0,30986760,154.69,154.69,155.0,4793228455.0,4793228455.0,4793228455.0,,3
TQBR,2019-04-03,ГАЗПРОМ ао,GAZP,37253,5299170182.9,155.3,155.3,157.58,156.99,156.54,156.99,33850470,156.55,156.55,156.99,5299170182.9,5299170182.9,5299170182.9,,3
TQBR,2019-04-04,ГАЗПРОМ ао,GAZP,28012,3624040916.1,156.75,156.4,158.89,158.89,157.56,158.89,23000460,157.56,157.56,158.89,3624040916.1,3624040916.1,3624040916.1,,3
TQBR,2019-04-05,ГАЗПРОМ ао,GAZP,25904,3635755290.0,158.33,157.87,159.5,158.6,158.84,158.6,22889490,158.84,158.84,158.6,3635755290.0,3635755290.0,3635755290.0,,3
TQBR,2019-04-08,ГАЗПРОМ ао,GAZP,27270,4134870704.4,158.81,158.81,160.88,160.5,160.1,160.5,25829350,160.08,160.08,160.5,4134870704.4,4134870704.4,4134870704.4,,3
TQBR,2019-04-09,ГАЗПРОМ ао,GAZP,42455,6512373930.4,160.41,159.8,163.35,162.7,162.2,162.7,40151930,162.19,162.19,162.7,6512373930.4,6512373930.4,6512373930.4,,3
TQBR,2019-04-10,ГАЗПРОМ ао,GAZP,36433,6383712219.9,162.4,162.12,164.95,162.88,163.85,162.88,38962470,163.84,163.84,162.88,6383712219.9,6383712219.9,6383712219.9,,3
TQBR,2019-04-11,ГАЗПРОМ ао,GAZP,53849,7213314602.7,162.38,158.04,162.95,158.04,160.45,158.04,44982590,160.36,160.36,158.04,7213314602.7,7213314602.7,7213314602.7,,3
TQBR,2019-04-12,ГАЗПРОМ ао,GAZP,32863,4670830850.6,158.51,157.9,160.46,159.12,159.21,159.12,29337220,159.21,159.21,159.12,4670830850.6,4670830850.6,4670830850.6,,3
TQBR,2019-04-15,ГАЗПРОМ ао,GAZP,22213,2928747896.8,160.0,157.62,160.6,158.33,159.28,158.33,18387600,159.28,159.28,158.33,2928747896.8,2928747896.8,2928747896.8,,3
TQBR,2019-04-16,ГАЗПРОМ ао,GAZP,35188,4383134259.0,158.99,158.21,163.42,162.24,160.66,162.24,27281030,160.67,160.67,162.24,4383134259.0,4383134259.0,4383134259.0,,3
TQBR,2019-04-17,ГАЗПРОМ ао,GAZP,35525,4668764495.8,163.4,162.4,165.4,164.0,163.94,164.0,28490270,163.87,163.87,164.0,4668764495.8,4668764495.8,4668764495.8,,3
TQBR,2019-04-18,ГАЗПРОМ ао,GAZP,24757,3185103113.9,163.75,160.85,163.79,161.79,162.09,161.79,19650680,162.09,162.09,161.79,3185103113.9,3185103113.9,3185103113.9,,3
TQBR,2019-04-19,ГАЗПРОМ ао,GAZP,7024,624458335.2,161.95,161.5,162.57,162.57,162.03,162.57,3853890,162.03,162.03,162.57,624458335.2,624458335.2,624458335.2,,3
TQBR,2019-04-22,ГАЗПРОМ ао,GAZP,13265,1463531014.8,163.21,162.76,164.34,163.5,163.55,163.5,8947560,163.57,163.57,163.5,1463531014.8,1463531014.8,1463531014.8,,3
TQBR,2019-04-23,ГАЗПРОМ ао,GAZP,18364,2462870170.4,163.5,160.91,163.85,162.42,162.41,162.42,15162420,162.43,162.43,162.42,2462870170.4,2462870170.4,2462870170.4,,3
TQBR,2019-04-24,ГАЗПРОМ ао,GAZP,29927,4141433978.1,162.91,159.18,163.07,160.57,160.74,160.57,25761060,160.76,160.76,160.57,4141433978.1,4141433978.1,4141433978.1,,3
TQBR,2019-04-25,ГАЗПРОМ ао,GAZP,27615,3465219394.1,160.25,158.8,160.95,159.31,159.62,159.31,21709460,159.62,159.62,159.31,3465219394.1,3465219394.1,3465219394.1,,3
TQBR,2019-04-26,ГАЗПРОМ ао,GAZP,21207,2817591338.3,159.03,158.58,161.0,161.0,159.86,161.0,17625590,159.86,159.86,161.0,2817591338.3,2817591338.3,2817591338.3,,3
TQBR,2019-04-29,ГАЗПРОМ ао,GAZP,40857,5084274324.8,161.2,160.68,164.74,163.93,162.96,163.93,31199480,162.96,162.96,163.93,5084274324.8,5084274324.8,5084274324.8,,3
TQBR,2019-04-30,ГАЗПРОМ ао,GAZP,35278,5146918631.2,164.1,163.01,165.4,163.95,164.28,163.95,31329810,164.28,164.28,163.95,5146918631.2,5146918631.2,5146918631.2,,3
TQBR,2019-05-02,ГАЗПРОМ ао,GAZP,28151,3433673043.7,163.67,163.67,166.85,165.71,165.93,165.71,20693350,165.93,165.93,165.71,3433673043.7,3433673043.7,3433673043.7,,3
TQBR,2019-05-03,ГАЗПРОМ ао,GAZP,16676,2202435450.0,166.2,165.83,166.98,166.31,166.43,166.31,13233680,166.43,166.43,166.31,2202435450.0,2202435450.0,2202435450.0,,3
TQBR,2019-05-06,ГАЗПРОМ ао,GAZP,19233,2558992549.3,165.0,163.34,165.45,165.45,164.33,165.45,15573440,164.32,164.32,165.45,2558992549.3,2558992549.3,2558992549.3,,3
TQBR,2019-05-07,ГАЗПРОМ ао,GAZP,22631,3198641151.7,165.0,164.21,166.27,164.21,165.34,164.21,19346120,165.34,165.34,164.21,3198641151.7,3198641151.7,3198641151.7,,3
TQBR,2019-05-08,ГАЗПРОМ ао,GAZP,19726,2939986355.2,164.5,163.55,165.44,163.57,164.21,163.57,17903390,164.21,164.21,163.57,2939986355.2,2939986355.2,2939986355.2,,3
TQBR,2019-05-10,ГАЗПРОМ ао,GAZP,18298,2643387041.6,163.6,162.62,164.9,163.61,163.58,163.61,16160090,163.58,163.58,163.61,2643387041.6,2643387041.6,2643387041.6,,3
TQBR,2019-05-13,ГАЗПРОМ ао,GAZP,23083,2771524008.4,163.48,163.0,164.34,163.0,163.53,163.0,16948030,163.53,163.53,163.0,2771524008.4,2771524008.4,2771524008.4,,3
TQBR,2019-05-14,ГАЗПРОМ ао,GAZP,177747,33043094771.2,163.0,162.65,190.9,189.67,181.31,189.67,182194370,181.36,181.36,189.67,33043094771.2,33043094771.2,33043094771.2,,3
TQBR,2019-05-15,ГАЗПРОМ ао,GAZP,154438,26517097076.5,193.0,192.29,198.4,195.61,195.63,195.61,135542910,195.64,195.64,195.61,26517097076.5,26517097076.5,26517097076.5,,3
TQBR,2019-05-16,ГАЗПРОМ ао,GAZP,118229,19958917777.3,194.31,194.24,203.45,202.7,199.37,202.7,100057930,199.47,199.47,202.7,19958917777.3,19958917777.3,19958917777.3,,3
TQBR,2019-05-17,ГАЗПРОМ ао,GAZP,60593,9894471294.2,201.8,197.71,202.3,198.89,199.41,198.89,49619100,199.41,199.41,198.89,9894471294.2,9894471294.2,9894471294.2,,3
TQBR,2019-05-20,ГАЗПРОМ ао,GAZP,34375,5452399537.0,200.2,198.3,201.48,200.8,199.73,200.8,27298770,199.73,199.73,200.8,5452399537.0,5452399537.0,5452399537.0,,3
